# Mode 5: 1kHz Live Stream
RealImpedance_mOhm,ImagImpedance_mOhm
1,000019,965.8494,131.6367
2,000023,965.6279,131.5600
3,000027,967.1743,132.8589
4,000031,968.7242,133.5393
5,000035,970.3758,134.2353
6,000038,971.4219,134.8824
7,000042,973.0973,135.5451
8,000046,974.9686,135.7017
9,000050,974.9686,135.7017
10,000054,974.9686,135.7017
11,000057,974.9686,135.7017
12,000101,974.9686,135.7017
13,000105,974.9686,135.7017
14,000109,974.9686,135.7017
15,000113,974.9686,135.7017
16,000116,974.9686,135.7017
17,000120,974.9686,135.7017
18,000124,974.9686,135.7017
19,000128,974.9686,135.7017
20,000132,974.9686,135.7017
21,000136,974.9686,135.7017
22,000139,974.9686,135.7017
23,000143,974.9686,135.7017
24,000147,974.9686,135.7017
25,000151,974.9686,135.7017
26,000155,974.9686,135.7017
27,000158,974.9686,135.7017
28,000202,974.9686,135.7017
29,000206,974.9686,135.7017
30,000210,974.9686,135.7017
31,000214,974.9686,135.7017
32,000217,974.9686,135.7017
33,000221,974.9686,135.7017
34,000225,974.9686,135.7017
35,000229,974.9686,135.7017
36,000233,974.9686,135.7017
37,000236,974.9686,135.7017
38,000240,974.9686,135.7017
39,000244,974.9686,135.7017
40,000248,974.9686,135.7017
41,000252,974.9686,135.7017
42,000256,974.9686,135.7017
43,000259,974.9686,135.7017
44,000303,974.9686,135.7017
45,000307,974.9686,135.7017
46,000311,974.9686,135.7017
47,000315,974.9686,135.7017
48,000318,974.9686,135.7017
49,000322,974.9686,135.7017
50,000326,974.9686,135.7017
51,000330,974.9686,135.7017
52,000334,974.9686,135.7017
53,000337,974.9686,135.7017
54,000341,974.9686,135.7017
55,000345,974.9686,135.7017
56,000349,974.9686,135.7017
57,000353,974.9686,135.7017
58,000357,974.9686,135.7017
59,000400,974.9686,135.7017
60,000404,974.9686,135.7017
61,000408,974.9686,135.7017
62,000412,974.9686,135.7017
63,000416,974.9686,135.7017
64,000419,974.9686,135.7017
65,000423,974.9686,135.7017
66,000427,974.9686,135.7017
67,000431,974.9686,135.7017
68,000435,974.9686,135.7017
69,000438,974.9686,135.7017
70,000442,974.9686,135.7017
71,000446,974.9686,135.7017
72,000450,974.9686,135.7017
73,000454,974.9686,135.7017
74,000458,974.9686,135.7017
75,000501,974.9686,135.7017
76,000505,974.9686,135.7017
77,000509,974.9686,135.7017
78,000513,974.9686,135.7017
79,000517,974.9686,135.7017
80,000520,974.9686,135.7017
81,000524,974.9686,135.7017
82,000528,974.9686,135.7017
83,000532,974.9686,135.7017
84,000536,974.9686,135.7017
85,000539,974.9686,135.7017
86,000543,974.9686,135.7017
87,000547,974.9686,135.7017
88,000551,974.9686,135.7017
89,000555,974.9686,135.7017
90,000559,974.9686,135.7017
91,000602,974.9686,135.7017
92,000606,974.9686,135.7017
93,000610,974.9686,135.7017
94,000614,974.9686,135.7017
95,000618,974.9686,135.7017
96,000621,974.9686,135.7017
97,000625,974.9686,135.7017
98,000629,974.9686,135.7017
99,000633,974.9686,135.7017
100,000637,974.9686,135.7017
101,000641,974.9686,135.7017
102,000644,974.9686,135.7017
103,000648,974.9686,135.7017
104,000652,974.9686,135.7017
105,000656,974.9686,135.7017
106,000700,974.9686,135.7017
107,000703,974.9686,135.7017
108,000707,974.9686,135.7017
109,000711,974.9686,135.7017
110,000715,974.9686,135.7017
111,000719,974.9686,135.7017
112,000723,974.9686,135.7017
113,000726,974.9686,135.7017
114,000730,974.9686,135.7017
115,000734,974.9686,135.7017
116,000738,974.9686,135.7017
117,000742,974.9686,135.7017
118,000746,974.9686,135.7017
119,000749,974.9686,135.7017
120,000753,974.9686,135.7017
121,000757,974.9686,135.7017
122,000801,974.9686,135.7017
123,000805,974.9686,135.7017
124,000808,974.9686,135.7017
125,000812,974.9686,135.7017
126,000816,974.9686,135.7017
127,000820,974.9686,135.7017
128,000824,974.9686,135.7017
129,000828,974.9686,135.7017
130,000831,974.9686,135.7017
131,000835,974.9686,135.7017
132,000839,974.9686,135.7017
133,000843,974.9686,135.7017
134,000847,974.9686,135.7017
135,000851,974.9686,135.7017
136,000854,974.9686,135.7017
137,000858,974.9686,135.7017
138,000902,974.9686,135.7017
139,000906,974.9686,135.7017
140,000910,974.9686,135.7017
141,000913,974.9686,135.7017
142,000917,974.9686,135.7017
143,000921,974.9686,135.7017
144,000925,974.9686,135.7017
145,000929,974.9686,135.7017
146,000933,974.9686,135.7017
147,000936,974.9686,135.7017
148,000940,974.9686,135.7017
149,000944,974.9686,135.7017
150,000948,974.9686,135.7017
151,000952,974.9686,135.7017
152,000956,974.9686,135.7017
153,000959,974.9686,135.7017
154,001003,974.9686,135.7017
155,001007,974.9686,135.7017
156,001011,974.9686,135.7017
157,001015,974.9686,135.7017
158,001018,974.9686,135.7017
